Compiling 1 file (.ex)
Generated main app
50-5=45      c: 0, revs: 0
1-1=0        c: 3503, revs: 1
0+87=87      c: 3504, revs: 0
87+82=69     c: 3504, revs: 1
69+31=0      c: 3505, revs: 1
0-3=97       c: 3506, revs: 0
97+3=0       c: 3506, revs: 1
0+844=44     c: 3507, revs: 8
44+356=0     c: 3515, revs: 4
0+10=10      c: 3519, revs: 0
10-36=74     c: 3519, revs: 1
74-74=0      c: 3520, revs: 1
0+76=76      c: 3521, revs: 0
76+37=13     c: 3521, revs: 1
13-715=98    c: 3522, revs: 8
98-98=0      c: 3530, revs: 1
0-647=53     c: 3531, revs: 6
53-15=38     c: 3537, revs: 0
38+45=83     c: 3537, revs: 0
83-63=20     c: 3537, revs: 0
20-403=17    c: 3537, revs: 4
17-17=0      c: 3541, revs: 1
0-147=53     c: 3542, revs: 1
53-24=29     c: 3543, revs: 0
29+34=63     c: 3543, revs: 0
63+37=0      c: 3543, revs: 1
0+61=61      c: 3544, revs: 0
61-70=91     c: 3544, revs: 1
91+9=0       c: 3545, revs: 1
0-60=40      c: 3546, revs: 0
40-40=0      c: 3546, revs: 1
0-698=2      c: 3547, revs: 6
2-946=56     c: 3553, revs: 10
56+144=0     c: 3563, revs: 2
0-48=52      c: 3565, revs: 0
52+15=67     c: 3565, revs: 0
67+78=45     c: 3565, revs: 1
45-40=5      c: 3566, revs: 0
5-49=56      c: 3566, revs: 1
56+44=0      c: 3567, revs: 1
0+80=80      c: 3568, revs: 0
80-80=0      c: 3568, revs: 1
0-180=20     c: 3569, revs: 1
20-32=88     c: 3570, revs: 1
88-12=76     c: 3571, revs: 0
76+7=83      c: 3571, revs: 0
83-83=0      c: 3571, revs: 1
0+43=43      c: 3572, revs: 0
43-43=0      c: 3572, revs: 1
0+63=63      c: 3573, revs: 0
63-99=64     c: 3573, revs: 1
64-29=35     c: 3574, revs: 0
35+65=0      c: 3574, revs: 1
0-19=81      c: 3575, revs: 0
81+36=17     c: 3575, revs: 1
17-73=44     c: 3576, revs: 1
44-29=15     c: 3577, revs: 0
15+56=71     c: 3577, revs: 0
71-41=30     c: 3577, revs: 0
30+30=60     c: 3577, revs: 0
60-99=61     c: 3577, revs: 1
61-61=0      c: 3578, revs: 1
0+30=30      c: 3579, revs: 0
30-93=37     c: 3579, revs: 1
37-39=98     c: 3580, revs: 1
98+67=65     c: 3581, revs: 1
65+80=45     c: 3582, revs: 1
45+56=1      c: 3583, revs: 1
1+723=24     c: 3584, revs: 7
24+76=0      c: 3591, revs: 1
0-60=40      c: 3592, revs: 0
40-40=0      c: 3592, revs: 1
0+63=63      c: 3593, revs: 0
63-563=0     c: 3593, revs: 6
0-37=63      c: 3599, revs: 0
63-28=35     c: 3599, revs: 0
35-59=76     c: 3599, revs: 1
76+5=81      c: 3600, revs: 0
81-46=35     c: 3600, revs: 0
35-35=0      c: 3600, revs: 1
0-11=89      c: 3601, revs: 0
89+83=72     c: 3601, revs: 1
72+27=99     c: 3602, revs: 0
99+1=0       c: 3602, revs: 1
0+4=4        c: 3603, revs: 0
4+13=17      c: 3603, revs: 0
17+734=51    c: 3603, revs: 7
51+85=36     c: 3610, revs: 1
36+16=52     c: 3611, revs: 0
52+33=85     c: 3611, revs: 0
85-74=11     c: 3611, revs: 0
11-11=0      c: 3611, revs: 1
0-414=86     c: 3612, revs: 4
86+14=0      c: 3616, revs: 1
0-91=9       c: 3617, revs: 0
9-16=93      c: 3617, revs: 1
93+6=99      c: 3618, revs: 0
99+1=0       c: 3618, revs: 1
0-59=41      c: 3619, revs: 0
41+59=0      c: 3619, revs: 1
0+76=76      c: 3620, revs: 0
76+97=73     c: 3620, revs: 1
73-33=40     c: 3621, revs: 0
40+5=45      c: 3621, revs: 0
45-45=0      c: 3621, revs: 1
0+63=63      c: 3622, revs: 0
63-92=71     c: 3622, revs: 1
71-70=1      c: 3623, revs: 0
1-1=0        c: 3623, revs: 1
0+62=62      c: 3624, revs: 0
62+38=0      c: 3624, revs: 1
0-60=40      c: 3625, revs: 0
40-40=0      c: 3625, revs: 1
0-72=28      c: 3626, revs: 0
28+72=0      c: 3626, revs: 1
0+275=75     c: 3627, revs: 2
75-4=71      c: 3629, revs: 0
71-32=39     c: 3629, revs: 0
39-572=67    c: 3629, revs: 6
67+92=59     c: 3635, revs: 1
59+38=97     c: 3636, revs: 0
97+3=0       c: 3636, revs: 1
0-86=14      c: 3637, revs: 0
14-14=0      c: 3637, revs: 1
0+36=36      c: 3638, revs: 0
36+87=23     c: 3638, revs: 1
23-165=58    c: 3639, revs: 2
58+42=0      c: 3641, revs: 1
0-28=72      c: 3642, revs: 0
72+85=57     c: 3642, revs: 1
57+744=1     c: 3643, revs: 8
1+199=0      c: 3651, revs: 2
0-499=1      c: 3653, revs: 4
1-320=81     c: 3657, revs: 4
81-17=64     c: 3661, revs: 0
64+383=47    c: 3661, revs: 4
47-650=97    c: 3665, revs: 7
97-1=96      c: 3672, revs: 0
96-23=73     c: 3672, revs: 0
73+170=43    c: 3672, revs: 2
43-82=61     c: 3674, revs: 1
61-61=0      c: 3675, revs: 1
0+71=71      c: 3676, revs: 0
71-45=26     c: 3676, revs: 0
26+84=10     c: 3676, revs: 1
10+50=60     c: 3677, revs: 0
60+40=0      c: 3677, revs: 1
0+10=10      c: 3678, revs: 0
10+74=84     c: 3678, revs: 0
84+616=0     c: 3678, revs: 7
0-56=44      c: 3685, revs: 0
44-44=0      c: 3685, revs: 1
0-76=24      c: 3686, revs: 0
24+676=0     c: 3686, revs: 7
0+21=21      c: 3693, revs: 0
21-92=29     c: 3693, revs: 1
29-929=0     c: 3694, revs: 10
0+44=44      c: 3704, revs: 0
44+56=0      c: 3704, revs: 1
0+42=42      c: 3705, revs: 0
42-66=76     c: 3705, revs: 1
76-76=0      c: 3706, revs: 1
0-47=53      c: 3707, revs: 0
53-53=0      c: 3707, revs: 1
0-649=51     c: 3708, revs: 6
51+49=0      c: 3714, revs: 1
0-619=81     c: 3715, revs: 6
81-19=62     c: 3721, revs: 0
62-52=10     c: 3721, revs: 0
10+75=85     c: 3721, revs: 0
85-85=0      c: 3721, revs: 1
0-812=88     c: 3722, revs: 8
88-730=58    c: 3730, revs: 7
58-58=0      c: 3737, revs: 1
0-72=28      c: 3738, revs: 0
28+672=0     c: 3738, revs: 7
0+81=81      c: 3745, revs: 0
81+37=18     c: 3745, revs: 1
18+69=87     c: 3746, revs: 0
87+83=70     c: 3746, revs: 1
70+35=5      c: 3747, revs: 1
5-135=70     c: 3748, revs: 2
70+82=52     c: 3750, revs: 1
52-98=54     c: 3751, revs: 1
54-54=0      c: 3752, revs: 1
0-43=57      c: 3753, revs: 0
57-57=0      c: 3753, revs: 1
0+18=18      c: 3754, revs: 0
18+84=2      c: 3754, revs: 1
2-64=38      c: 3755, revs: 1
38+29=67     c: 3756, revs: 0
67+33=0      c: 3756, revs: 1
0+76=76      c: 3757, revs: 0
76+73=49     c: 3757, revs: 1
49-333=16    c: 3758, revs: 3
16-20=96     c: 3761, revs: 1
96+4=0       c: 3762, revs: 1
0-93=7       c: 3763, revs: 0
7+369=76     c: 3763, revs: 3
76-76=0      c: 3766, revs: 1
0+34=34      c: 3767, revs: 0
34-12=22     c: 3767, revs: 0
22-27=95     c: 3767, revs: 1
95-195=0     c: 3768, revs: 2
0-39=61      c: 3770, revs: 0
61-61=0      c: 3770, revs: 1
0+723=23     c: 3771, revs: 7
23-66=57     c: 3778, revs: 1
57+743=0     c: 3779, revs: 8
0-430=70     c: 3787, revs: 4
70+55=25     c: 3791, revs: 1
25-975=50    c: 3792, revs: 10
50+50=0      c: 3802, revs: 1
0+16=16      c: 3803, revs: 0
16+84=0      c: 3803, revs: 1
0-62=38      c: 3804, revs: 0
38-43=95     c: 3804, revs: 1
95+635=30    c: 3805, revs: 7
30-2=28      c: 3812, revs: 0
28-464=64    c: 3812, revs: 5
64-64=0      c: 3817, revs: 1
0+20=20      c: 3818, revs: 0
20+746=66    c: 3818, revs: 7
66-641=25    c: 3825, revs: 6
25+75=0      c: 3831, revs: 1
0-81=19      c: 3832, revs: 0
19+81=0      c: 3832, revs: 1
0+80=80      c: 3833, revs: 0
80-209=71    c: 3833, revs: 2
71+40=11     c: 3835, revs: 1
11+722=33    c: 3836, revs: 7
33-26=7      c: 3843, revs: 0
7-8=99       c: 3843, revs: 1
99+9=8       c: 3844, revs: 1
8-8=0        c: 3845, revs: 1
0+98=98      c: 3846, revs: 0
98-98=0      c: 3846, revs: 1
0-83=17      c: 3847, revs: 0
17-17=0      c: 3847, revs: 1
0+21=21      c: 3848, revs: 0
21+86=7      c: 3848, revs: 1
7+517=24     c: 3849, revs: 5
24-53=71     c: 3854, revs: 1
71-20=51     c: 3855, revs: 0
51-51=0      c: 3855, revs: 1
0+18=18      c: 3856, revs: 0
18+10=28     c: 3856, revs: 0
28+68=96     c: 3856, revs: 0
96+77=73     c: 3856, revs: 1
73-673=0     c: 3857, revs: 7
0+5=5        c: 3864, revs: 0
5+23=28      c: 3864, revs: 0
28-99=29     c: 3864, revs: 1
29+83=12     c: 3865, revs: 1
12+83=95     c: 3866, revs: 0
95-142=53    c: 3866, revs: 1
53+51=4      c: 3867, revs: 1
4-7=97       c: 3868, revs: 1
97+69=66     c: 3869, revs: 1
66-7=59      c: 3870, revs: 0
59-77=82     c: 3870, revs: 1
82-54=28     c: 3871, revs: 0
28+72=0      c: 3871, revs: 1
0+69=69      c: 3872, revs: 0
69+31=0      c: 3872, revs: 1
0-993=7      c: 3873, revs: 9
7-79=28      c: 3882, revs: 1
28-96=32     c: 3883, revs: 1
32-41=91     c: 3884, revs: 1
91-21=70     c: 3885, revs: 0
70-85=85     c: 3885, revs: 1
85-85=0      c: 3886, revs: 1
0-65=35      c: 3887, revs: 0
35-35=0      c: 3887, revs: 1
0-68=32      c: 3888, revs: 0
32+27=59     c: 3888, revs: 0
59-46=13     c: 3888, revs: 0
13-13=0      c: 3888, revs: 1
0+31=31      c: 3889, revs: 0
31+83=14     c: 3889, revs: 1
14+54=68     c: 3890, revs: 0
68-69=99     c: 3890, revs: 1
99-912=87    c: 3891, revs: 9
87-15=72     c: 3900, revs: 0
72-55=17     c: 3900, revs: 0
17-53=64     c: 3900, revs: 1
64-838=26    c: 3901, revs: 8
26+34=60     c: 3909, revs: 0
60+240=0     c: 3909, revs: 3
0-41=59      c: 3912, revs: 0
59+41=0      c: 3912, revs: 1
0-95=5       c: 3913, revs: 0
5+195=0      c: 3913, revs: 2
0-55=45      c: 3915, revs: 0
45+689=34    c: 3915, revs: 7
34-510=24    c: 3922, revs: 5
24+97=21     c: 3927, revs: 1
21-94=27     c: 3928, revs: 1
27+73=0      c: 3929, revs: 1
0-76=24      c: 3930, revs: 0
24-24=0      c: 3930, revs: 1
0-62=38      c: 3931, revs: 0
38+62=0      c: 3931, revs: 1
0+70=70      c: 3932, revs: 0
70+412=82    c: 3932, revs: 4
82+18=0      c: 3936, revs: 1
0+45=45      c: 3937, revs: 0
45-45=0      c: 3937, revs: 1
0+80=80      c: 3938, revs: 0
80+20=0      c: 3938, revs: 1
0-50=50      c: 3939, revs: 0
50+54=4      c: 3939, revs: 1
4+56=60      c: 3940, revs: 0
60+40=0      c: 3940, revs: 1
0-22=78      c: 3941, revs: 0
78+22=0      c: 3941, revs: 1
0-35=65      c: 3942, revs: 0
65-425=40    c: 3942, revs: 4
40-96=44     c: 3946, revs: 1
44+98=42     c: 3947, revs: 1
42+78=20     c: 3948, revs: 1
20+80=0      c: 3949, revs: 1
0+420=20     c: 3950, revs: 4
20-91=29     c: 3954, revs: 1
29+69=98     c: 3955, revs: 0
98+2=0       c: 3955, revs: 1
0-17=83      c: 3956, revs: 0
83-389=94    c: 3956, revs: 4
94+206=0     c: 3960, revs: 3
0-962=38     c: 3963, revs: 9
38-71=67     c: 3972, revs: 1
67+67=34     c: 3973, revs: 1
34+666=0     c: 3974, revs: 7
0+67=67      c: 3981, revs: 0
67+362=29    c: 3981, revs: 4
29+20=49     c: 3985, revs: 0
49-90=59     c: 3985, revs: 1
59+541=0     c: 3986, revs: 6
0-70=30      c: 3992, revs: 0
30+9=39      c: 3992, revs: 0
39-939=0     c: 3992, revs: 10
0+62=62      c: 4002, revs: 0
62-1=61      c: 4002, revs: 0
61+7=68      c: 4002, revs: 0
68-17=51     c: 4002, revs: 0
51+12=63     c: 4002, revs: 0
63+85=48     c: 4002, revs: 1
48-48=0      c: 4003, revs: 1
0-3=97       c: 4004, revs: 0
97-197=0     c: 4004, revs: 2
0+83=83      c: 4006, revs: 0
83+376=59    c: 4006, revs: 4
59-81=78     c: 4010, revs: 1
78+497=75    c: 4011, revs: 5
75-733=42    c: 4016, revs: 7
42-42=0      c: 4023, revs: 1
0-839=61     c: 4024, revs: 8
61-61=0      c: 4032, revs: 1
0+53=53      c: 4033, revs: 0
53-44=9      c: 4033, revs: 0
9+5=14       c: 4033, revs: 0
14+30=44     c: 4033, revs: 0
44+456=0     c: 4033, revs: 5
0+123=23     c: 4038, revs: 1
23-52=71     c: 4039, revs: 1
71+33=4      c: 4040, revs: 1
4-85=19      c: 4041, revs: 1
19+81=0      c: 4042, revs: 1
0-46=54      c: 4043, revs: 0
54+12=66     c: 4043, revs: 0
66+829=95    c: 4043, revs: 8
95+15=10     c: 4051, revs: 1
10+27=37     c: 4052, revs: 0
37+63=0      c: 4052, revs: 1
0-993=7      c: 4053, revs: 9
7-57=50      c: 4062, revs: 1
50-498=52    c: 4063, revs: 5
52-77=75     c: 4068, revs: 1
75+59=34     c: 4069, revs: 1
34+11=45     c: 4070, revs: 0
45+53=98     c: 4070, revs: 0
98-98=0      c: 4070, revs: 1
0-60=40      c: 4071, revs: 0
40+60=0      c: 4071, revs: 1
0-18=82      c: 4072, revs: 0
82+8=90      c: 4072, revs: 0
90+75=65     c: 4072, revs: 1
65+35=0      c: 4073, revs: 1
0-32=68      c: 4074, revs: 0
68+85=53     c: 4074, revs: 1
53-36=17     c: 4075, revs: 0
17+777=94    c: 4075, revs: 7
94-93=1      c: 4082, revs: 0
1-53=48      c: 4082, revs: 1
48-795=53    c: 4083, revs: 8
53+47=0      c: 4091, revs: 1
0+92=92      c: 4092, revs: 0
92-69=23     c: 4092, revs: 0
23+139=62    c: 4092, revs: 1
62+92=54     c: 4093, revs: 1
54-54=0      c: 4094, revs: 1
0-1=99       c: 4095, revs: 0
99+559=58    c: 4095, revs: 6
58+42=0      c: 4101, revs: 1
0+10=10      c: 4102, revs: 0
10+2=12      c: 4102, revs: 0
12-12=0      c: 4102, revs: 1
0+45=45      c: 4103, revs: 0
45-63=82     c: 4103, revs: 1
82+43=25     c: 4104, revs: 1
25+475=0     c: 4105, revs: 5
0+97=97      c: 4110, revs: 0
97-64=33     c: 4110, revs: 0
33-33=0      c: 4110, revs: 1
0-5=95       c: 4111, revs: 0
95+5=0       c: 4111, revs: 1
0-55=45      c: 4112, revs: 0
45+4=49      c: 4112, revs: 0
49+51=0      c: 4112, revs: 1
0-73=27      c: 4113, revs: 0
27-7=20      c: 4113, revs: 0
20-60=60     c: 4113, revs: 1
60+35=95     c: 4114, revs: 0
95-54=41     c: 4114, revs: 0
41+51=92     c: 4114, revs: 0
92+72=64     c: 4114, revs: 1
64-45=19     c: 4115, revs: 0
19-19=0      c: 4115, revs: 1
0+239=39     c: 4116, revs: 2
39+61=0      c: 4118, revs: 1
0+96=96      c: 4119, revs: 0
96+67=63     c: 4119, revs: 1
63-63=0      c: 4120, revs: 1
0+78=78      c: 4121, revs: 0
78+555=33    c: 4121, revs: 6
33+54=87     c: 4127, revs: 0
87+92=79     c: 4127, revs: 1
79+79=58     c: 4128, revs: 1
58+42=0      c: 4129, revs: 1
0+26=26      c: 4130, revs: 0
26-64=62     c: 4130, revs: 1
62+79=41     c: 4131, revs: 1
41+59=0      c: 4132, revs: 1
0+6=6        c: 4133, revs: 0
6+94=0       c: 4133, revs: 1
0-26=74      c: 4134, revs: 0
74-74=0      c: 4134, revs: 1
0+70=70      c: 4135, revs: 0
70+23=93     c: 4135, revs: 0
93+507=0     c: 4135, revs: 6
0+65=65      c: 4141, revs: 0
65+8=73      c: 4141, revs: 0
73+20=93     c: 4141, revs: 0
93-93=0      c: 4141, revs: 1
0+215=15     c: 4142, revs: 2
15+50=65     c: 4144, revs: 0
65-66=99     c: 4144, revs: 1
99+666=65    c: 4145, revs: 7
65+55=20     c: 4152, revs: 1
20-81=39     c: 4153, revs: 1
39-11=28     c: 4154, revs: 0
28-68=60     c: 4154, revs: 1
60-62=98     c: 4155, revs: 1
98-98=0      c: 4156, revs: 1
0-70=30      c: 4157, revs: 0
30+9=39      c: 4157, revs: 0
39+1=40      c: 4157, revs: 0
40+65=5      c: 4157, revs: 1
5-65=40      c: 4158, revs: 1
40+74=14     c: 4159, revs: 1
14+986=0     c: 4160, revs: 10
0-77=23      c: 4170, revs: 0
23-423=0     c: 4170, revs: 5
0-82=18      c: 4175, revs: 0
18-10=8      c: 4175, revs: 0
8+623=31     c: 4175, revs: 6
31+12=43     c: 4181, revs: 0
43+94=37     c: 4181, revs: 1
37-92=45     c: 4182, revs: 1
45-45=0      c: 4183, revs: 1
0+692=92     c: 4184, revs: 6
92+8=0       c: 4190, revs: 1
0-81=19      c: 4191, revs: 0
19+81=0      c: 4191, revs: 1
0+16=16      c: 4192, revs: 0
16-27=89     c: 4192, revs: 1
89-84=5      c: 4193, revs: 0
5+85=90      c: 4193, revs: 0
90-75=15     c: 4193, revs: 0
15-96=19     c: 4193, revs: 1
19+93=12     c: 4194, revs: 1
12-226=86    c: 4195, revs: 3
86-860=26    c: 4198, revs: 8
26-77=49     c: 4206, revs: 1
49+50=99     c: 4207, revs: 0
99-70=29     c: 4207, revs: 0
29-45=84     c: 4207, revs: 1
84-84=0      c: 4208, revs: 1
0+22=22      c: 4209, revs: 0
22+24=46     c: 4209, revs: 0
46-22=24     c: 4209, revs: 0
24-371=53    c: 4209, revs: 4
53-59=94     c: 4213, revs: 1
94+34=28     c: 4214, revs: 1
28-781=47    c: 4215, revs: 8
47+3=50      c: 4223, revs: 0
50+50=0      c: 4223, revs: 1
0+70=70      c: 4224, revs: 0
70+69=39     c: 4224, revs: 1
39+77=16     c: 4225, revs: 1
16-16=0      c: 4226, revs: 1
0+50=50      c: 4227, revs: 0
50-59=91     c: 4227, revs: 1
91-63=28     c: 4228, revs: 0
28-910=18    c: 4228, revs: 9
18+282=0     c: 4237, revs: 3
0+794=94     c: 4240, revs: 7
94-87=7      c: 4247, revs: 0
7+42=49      c: 4247, revs: 0
49+21=70     c: 4247, revs: 0
70-970=0     c: 4247, revs: 10
0-20=80      c: 4257, revs: 0
80-99=81     c: 4257, revs: 1
81+69=50     c: 4258, revs: 1
50-73=77     c: 4259, revs: 1
77-41=36     c: 4260, revs: 0
36+198=34    c: 4260, revs: 2
34-24=10     c: 4262, revs: 0
10+767=77    c: 4262, revs: 7
77+3=80      c: 4269, revs: 0
80+82=62     c: 4269, revs: 1
62+30=92     c: 4270, revs: 0
92+92=84     c: 4270, revs: 1
84-53=31     c: 4271, revs: 0
31+73=4      c: 4271, revs: 1
4+96=0       c: 4272, revs: 1
0-79=21      c: 4273, revs: 0
21-53=68     c: 4273, revs: 1
68+932=0     c: 4274, revs: 10
0-77=23      c: 4284, revs: 0
23-36=87     c: 4284, revs: 1
87-113=74    c: 4285, revs: 1
74+17=91     c: 4286, revs: 0
91+912=3     c: 4286, revs: 10
3-203=0      c: 4296, revs: 3
0+1=1        c: 4299, revs: 0
1+199=0      c: 4299, revs: 2
0-45=55      c: 4301, revs: 0
55+174=29    c: 4301, revs: 2
29-29=0      c: 4303, revs: 1
0+60=60      c: 4304, revs: 0
60-32=28     c: 4304, revs: 0
28+71=99     c: 4304, revs: 0
99-17=82     c: 4304, revs: 0
82-82=0      c: 4304, revs: 1
0+19=19      c: 4305, revs: 0
19-19=0      c: 4305, revs: 1
0+16=16      c: 4306, revs: 0
16-16=0      c: 4306, revs: 1
0-270=30     c: 4307, revs: 2
30-97=33     c: 4309, revs: 1
33-44=89     c: 4310, revs: 1
89-92=97     c: 4311, revs: 1
97+15=12     c: 4312, revs: 1
12+88=0      c: 4313, revs: 1
0-84=16      c: 4314, revs: 0
16-16=0      c: 4314, revs: 1
0-96=4       c: 4315, revs: 0
4-61=43      c: 4315, revs: 1
43-94=49     c: 4316, revs: 1
49+451=0     c: 4317, revs: 5
0-53=47      c: 4322, revs: 0
47+22=69     c: 4322, revs: 0
69-89=80     c: 4322, revs: 1
80+65=45     c: 4323, revs: 1
45+55=0      c: 4324, revs: 1
0+92=92      c: 4325, revs: 0
92+8=0       c: 4325, revs: 1
0-939=61     c: 4326, revs: 9
61-33=28     c: 4335, revs: 0
28+72=0      c: 4335, revs: 1
0+38=38      c: 4336, revs: 0
38+62=0      c: 4336, revs: 1
0-55=45      c: 4337, revs: 0
45+20=65     c: 4337, revs: 0
65-970=95    c: 4337, revs: 10
95-3=92      c: 4347, revs: 0
92-792=0     c: 4347, revs: 8
0-94=6       c: 4355, revs: 0
6+38=44      c: 4355, revs: 0
44+56=0      c: 4355, revs: 1
0-62=38      c: 4356, revs: 0
38-42=96     c: 4356, revs: 1
96+71=67     c: 4357, revs: 1
67-40=27     c: 4358, revs: 0
27-27=0      c: 4358, revs: 1
0+2=2        c: 4359, revs: 0
2+29=31      c: 4359, revs: 0
31+71=2      c: 4359, revs: 1
2-668=34     c: 4360, revs: 7
34-34=0      c: 4367, revs: 1
0-84=16      c: 4368, revs: 0
16+72=88     c: 4368, revs: 0
88-62=26     c: 4368, revs: 0
26-630=96    c: 4368, revs: 7
96-52=44     c: 4375, revs: 0
44+56=0      c: 4375, revs: 1
0+813=13     c: 4376, revs: 8
13-13=0      c: 4384, revs: 1
0-3=97       c: 4385, revs: 0
97+39=36     c: 4385, revs: 1
36+81=17     c: 4386, revs: 1
17-52=65     c: 4387, revs: 1
65+433=98    c: 4388, revs: 4
98-59=39     c: 4392, revs: 0
39-39=0      c: 4392, revs: 1
0+220=20     c: 4393, revs: 2
20+87=7      c: 4395, revs: 1
7+93=0       c: 4396, revs: 1
0+722=22     c: 4397, revs: 7
22+78=0      c: 4404, revs: 1
0+733=33     c: 4405, revs: 7
33-36=97     c: 4412, revs: 1
97-61=36     c: 4413, revs: 0
36+87=23     c: 4413, revs: 1
23+575=98    c: 4414, revs: 5
98+2=0       c: 4419, revs: 1
0-69=31      c: 4420, revs: 0
31+18=49     c: 4420, revs: 0
49-91=58     c: 4420, revs: 1
58+39=97     c: 4421, revs: 0
97-577=20    c: 4421, revs: 5
20+980=0     c: 4426, revs: 10
0+932=32     c: 4436, revs: 9
32-32=0      c: 4445, revs: 1
0+634=34     c: 4446, revs: 6
34+407=41    c: 4452, revs: 4
41+201=42    c: 4456, revs: 2
42+563=5     c: 4458, revs: 6
5-83=22      c: 4464, revs: 1
22-20=2      c: 4465, revs: 0
2+6=8        c: 4465, revs: 0
8+581=89     c: 4465, revs: 5
89+5=94      c: 4470, revs: 0
94-52=42     c: 4470, revs: 0
42-42=0      c: 4470, revs: 1
0-260=40     c: 4471, revs: 2
40-819=21    c: 4473, revs: 8
21-34=87     c: 4481, revs: 1
87+613=0     c: 4482, revs: 7
0+61=61      c: 4489, revs: 0
61-12=49     c: 4489, revs: 0
49-442=7     c: 4489, revs: 4
7+31=38      c: 4493, revs: 0
38+15=53     c: 4493, revs: 0
53+1=54      c: 4493, revs: 0
54-25=29     c: 4493, revs: 0
29+91=20     c: 4493, revs: 1
20-20=0      c: 4494, revs: 1
0-805=95     c: 4495, revs: 8
95+151=46    c: 4503, revs: 2
46-630=16    c: 4505, revs: 6
16-3=13      c: 4511, revs: 0
13+60=73     c: 4511, revs: 0
73+690=63    c: 4511, revs: 7
63+37=0      c: 4518, revs: 1
0+54=54      c: 4519, revs: 0
54+47=1      c: 4519, revs: 1
1-1=0        c: 4520, revs: 1
0+45=45      c: 4521, revs: 0
45+16=61     c: 4521, revs: 0
61-83=78     c: 4521, revs: 1
78+95=73     c: 4522, revs: 1
73-98=75     c: 4523, revs: 1
75+45=20     c: 4524, revs: 1
20+13=33     c: 4525, revs: 0
33-33=0      c: 4525, revs: 1
0+850=50     c: 4526, revs: 8
50-30=20     c: 4534, revs: 0
20+80=0      c: 4534, revs: 1
0-47=53      c: 4535, revs: 0
53-246=7     c: 4535, revs: 2
7+93=0       c: 4537, revs: 1
0+16=16      c: 4538, revs: 0
16+83=99     c: 4538, revs: 0
99-1=98      c: 4538, revs: 0
98+2=0       c: 4538, revs: 1
0+803=3      c: 4539, revs: 8
3+451=54     c: 4547, revs: 4
54+46=0      c: 4551, revs: 1
0+55=55      c: 4552, revs: 0
55-45=10     c: 4552, revs: 0
10+90=0      c: 4552, revs: 1
0+62=62      c: 4553, revs: 0
62-62=0      c: 4553, revs: 1
0-44=56      c: 4554, revs: 0
56-50=6      c: 4554, revs: 0
6-5=1        c: 4554, revs: 0
1-341=60     c: 4554, revs: 4
60-60=0      c: 4558, revs: 1
0+14=14      c: 4559, revs: 0
14-15=99     c: 4559, revs: 1
99+58=57     c: 4560, revs: 1
57+53=10     c: 4561, revs: 1
10+90=0      c: 4562, revs: 1
0-658=42     c: 4563, revs: 6
42-58=84     c: 4569, revs: 1
84+81=65     c: 4570, revs: 1
65-65=0      c: 4571, revs: 1
0-15=85      c: 4572, revs: 0
85-65=20     c: 4572, revs: 0
20-20=0      c: 4572, revs: 1
0+89=89      c: 4573, revs: 0
89+503=92    c: 4573, revs: 5
92-92=0      c: 4578, revs: 1
0-13=87      c: 4579, revs: 0
87-98=89     c: 4579, revs: 1
89-89=0      c: 4580, revs: 1
0+497=97     c: 4581, revs: 4
97+5=2       c: 4585, revs: 1
2-179=23     c: 4586, revs: 2
23+28=51     c: 4588, revs: 0
51+24=75     c: 4588, revs: 0
75+25=0      c: 4588, revs: 1
0+32=32      c: 4589, revs: 0
32-33=99     c: 4589, revs: 1
99-99=0      c: 4590, revs: 1
0+70=70      c: 4591, revs: 0
70+30=0      c: 4591, revs: 1
0-278=22     c: 4592, revs: 2
22+75=97     c: 4594, revs: 0
97-97=0      c: 4594, revs: 1
0+48=48      c: 4595, revs: 0
48-48=0      c: 4595, revs: 1
0+15=15      c: 4596, revs: 0
15-588=27    c: 4596, revs: 6
27+97=24     c: 4602, revs: 1
24+6=30      c: 4603, revs: 0
30-34=96     c: 4603, revs: 1
96-72=24     c: 4604, revs: 0
24+13=37     c: 4604, revs: 0
37+63=0      c: 4604, revs: 1
0+189=89     c: 4605, revs: 1
89+11=0      c: 4606, revs: 1
0+90=90      c: 4607, revs: 0
90+79=69     c: 4607, revs: 1
69+70=39     c: 4608, revs: 1
39+68=7      c: 4609, revs: 1
7+31=38      c: 4610, revs: 0
38+8=46      c: 4610, revs: 0
46+21=67     c: 4610, revs: 0
67+860=27    c: 4610, revs: 9
27-445=82    c: 4619, revs: 5
82-182=0     c: 4624, revs: 2
0+68=68      c: 4626, revs: 0
68-132=36    c: 4626, revs: 1
36-51=85     c: 4627, revs: 1
85-85=0      c: 4628, revs: 1
0+2=2        c: 4629, revs: 0
2-702=0      c: 4629, revs: 8
0-30=70      c: 4637, revs: 0
70-70=0      c: 4637, revs: 1
0+190=90     c: 4638, revs: 1
90-73=17     c: 4639, revs: 0
17-50=67     c: 4639, revs: 1
67+599=66    c: 4640, revs: 6
66-24=42     c: 4646, revs: 0
42+58=0      c: 4646, revs: 1
0+1=1        c: 4647, revs: 0
1-18=83      c: 4647, revs: 1
83-883=0     c: 4648, revs: 9
0-384=16     c: 4657, revs: 3
16-84=32     c: 4660, revs: 1
32-72=60     c: 4661, revs: 1
60-92=68     c: 4662, revs: 1
68+31=99     c: 4663, revs: 0
